name,full name,overall,club,league,nation,age,height,weight,foot,pac,acceleration,sprint speed,dri,agility,balance,reactions,ball control,dribbling,composure,sho,positioning,finishing,shot power,long_shots,volleys,penalties,defending,interceptions,heading accuracy,marking,standing tackle,sliding tackle,pas,vision,crossing,free kick accuracy,short passing,long passing,curve,phy,jumping,stamina,strength,aggression
flint,aden flint,73,bristol city,efl championship,england,28,197,83,right,49,47,51,41,31,27,65,55,31,59,41,32,45,60,23,19,38,73,70,80,70,74,74,40,42,18,25,52,52,24,80,61,67,88,79
carroll,tom carroll,73,swansea city,premier league,england,25,178,66,left,66,67,65,70,78,74,69,75,65,68,58,67,57,59,58,58,56,52,55,46,53,54,47,74,75,60,65,83,76,66,51,45,72,42,47
danilo avelar,danilo fernando avelar,73,amiens sc,ligue 1 conforama,brazil,28,185,79,left,70,67,73,74,68,64,70,77,75,70,56,63,38,76,67,54,79,74,72,68,74,75,76,65,37,80,79,70,60,79,66,66,49,73,72
tarkowski,james tarkowski,73,burnley,premier league,england,25,191,81,right,63,63,63,63,62,60,67,65,60,72,40,40,34,59,37,40,39,72,71,73,71,75,72,60,51,54,57,68,66,51,77,77,75,80,71
caprari,gianluca caprari,73,sampdoria,calcio a,italy,24,176,72,right,88,91,85,79,91,89,68,76,80,68,66,68,66,68,68,67,56,17,15,47,15,13,12,70,75,68,65,72,62,72,53,33,76,52,30
hiljemark,oscar hiljemark,73,panathinaikos fc,calcio a,sweden,25,184,73,right,71,70,71,71,66,64,70,74,70,73,60,63,48,83,67,50,64,64,70,59,58,70,58,68,68,50,69,74,76,64,75,72,89,70,69
monconduit,thomas monconduit,73,amiens sc,ligue 1 conforama,france,27,184,83,right,69,69,69,70,65,69,75,71,69,73,54,67,49,65,57,39,52,67,69,59,68,68,66,70,69,64,58,75,71,65,76,68,85,73,74
luccas claro,luccas claro dos santos,73,genclerbirligi sk,super lig,brazil,26,182,85,right,42,49,37,50,43,62,68,51,46,58,31,33,24,56,21,14,44,71,66,69,73,74,70,45,30,38,31,57,52,36,81,91,64,88,83
diomande,ismael diomande,73,stade malherbe caen,ligue 1 conforama,cote d'ivoire,25,183,82,right,67,63,70,69,66,74,70,70,69,69,56,32,47,75,68,43,42,72,73,69,72,74,70,64,58,59,40,75,67,56,75,68,74,75,77
lascelles,jamaal lascelles,73,newcastle united,premier league,england,24,189,83,right,62,62,62,55,72,52,69,58,46,66,27,21,23,40,27,33,19,73,70,74,75,74,72,49,39,46,16,61,54,29,74,83,67,78,69
lowe,chris lowe,73,huddersfield town,premier league,germany,28,175,68,left,79,80,79,70,76,80,71,70,68,68,60,62,53,72,64,52,74,70,71,56,73,70,71,68,65,70,65,68,67,71,69,79,85,61,68
balliu,ivan balliu campeny,73,football club de metz,ligue 1 conforama,spain,26,172,63,right,75,77,73,73,75,73,67,75,73,71,39,65,23,45,59,24,62,69,74,55,67,72,70,68,64,76,46,69,68,63,71,72,87,62,74
blanchard,leonardo blanchard,73,carpi,calcio b,italy,29,187,80,left,61,54,67,52,51,53,65,55,48,63,17,14,21,13,12,12,30,72,68,74,70,74,73,47,30,37,33,58,67,37,79,82,72,85,73
silva,francisco silva,73,cruz azul,liga bancomer mx,chile,32,178,75,right,49,47,51,64,63,68,71,72,57,67,61,72,51,79,68,46,58,69,76,37,73,70,70,71,71,61,60,77,76,61,77,68,78,76,82
rodrigo galo,rodrigo galo brito,73,aek athens,hellas liga,brazil,31,174,70,right,79,78,79,71,72,74,66,73,71,63,52,68,36,75,62,49,57,69,69,58,70,72,72,67,60,74,64,68,65,69,68,68,78,65,64
hauche,gabriel hauche,73,deportivo toluca,liga bancomer mx,argentina,31,167,73,right,89,90,89,77,85,76,74,77,77,73,70,71,70,73,67,61,77,37,21,58,32,46,33,70,69,73,73,70,64,67,69,77,73,61,82
bakalorz,marvin bakalorz,73,hannover 96,bundesliga,germany,28,180,78,right,65,66,65,67,69,73,71,67,65,68,66,61,56,85,75,60,64,71,71,65,68,74,73,62,65,44,52,71,68,42,80,81,84,75,86
vergini,santiago vergini,73,boca juniors,primera division,argentina,29,191,83,right,42,33,50,64,54,49,64,70,63,65,38,51,33,45,38,27,49,75,75,67,73,80,70,63,59,63,50,69,65,39,77,45,70,89,64
brabec,jakub brabec,73,krc genk,belgium pro league,czech republic,25,186,83,right,56,53,59,63,61,52,69,68,59,70,51,52,42,67,56,51,49,72,66,74,72,74,72,59,58,54,29,68,65,39,74,77,71,76,72
sanogo,sekou sanogo,73,bsc young boys,raiffeisen super league,cote d'ivoire,28,182,81,left,70,80,62,72,70,60,67,72,75,68,55,72,48,68,58,44,45,71,70,60,75,75,60,65,69,47,64,72,73,53,80,90,82,80,73
okore,jores okore,73,aalborg bk,alka superliga,denmark,25,183,80,right,75,72,77,59,65,57,66,59,57,68,41,43,34,65,38,35,33,69,69,73,65,72,71,48,40,33,29,61,56,39,81,90,71,86,77
frei,kerim frei,73,medipol basaksehir fk,super lig,turkey,24,171,70,right,90,91,89,80,93,92,66,78,79,72,68,67,65,73,72,71,64,34,40,49,29,33,27,66,66,67,72,66,62,74,53,72,64,44,59
lucioni,fabio lucioni,73,benevento,alka superliga,italy,30,185,80,left,57,65,50,52,56,55,71,58,42,69,33,44,33,35,26,27,47,73,75,73,72,73,71,48,43,35,47,56,50,50,73,91,64,75,75
holzhauser,raphael holzhauser,73,fk austria wien,osterreichische fussball-bundesliga,austria,25,193,88,left,45,49,41,70,57,43,66,77,72,63,72,68,68,82,74,63,68,67,68,65,65,68,67,74,72,74,69,76,75,74,76,33,70,85,74
olkowski,pawe olkowski,73,1. fc koln,bundesliga,poland,28,184,76,right,78,77,79,71,73,65,71,71,72,67,57,67,49,67,65,56,47,69,66,55,71,74,71,65,60,71,36,72,59,53,73,61,83,72,68
taylor,charlie taylor,73,burnley,premier league,england,24,176,70,left,75,77,73,71,75,73,71,70,71,70,54,63,49,63,59,43,45,70,72,64,70,72,71,66,65,75,61,66,59,69,75,75,79,73,74
clerc,carlos clerc martinez,73,ca osasuna,laliga 1 i 2 i 3,spain,26,182,69,left,78,77,79,72,71,69,67,70,75,68,52,61,54,59,43,40,44,66,66,54,65,69,71,64,63,72,46,68,54,59,73,73,90,71,58
ilori,tiago almeida ilori,73,reading,efl championship,portugal,25,190,80,right,70,68,72,62,63,53,68,67,58,67,38,32,39,43,34,28,41,74,75,72,73,75,74,50,43,35,33,61,63,31,71,70,69,77,61
rekik,karim rekik,73,hertha bsc,bundesliga,holland,23,186,79,left,67,66,68,60,65,64,70,62,55,73,39,41,33,60,31,33,41,71,64,74,72,73,75,52,45,43,35,64,58,33,76,72,70,80,76
pritchard,alex pritchard,73,norwich city,premier league,england,24,171,62,right,73,77,69,75,76,85,64,75,76,56,69,70,67,76,69,59,66,38,37,42,34,40,43,71,75,63,78,73,65,75,54,59,73,39,67
bianchetti,matteo bianchetti,73,hellas verona,calcio a,italy,25,189,80,right,59,46,69,49,65,48,70,52,40,68,35,21,21,69,41,19,39,74,74,69,74,76,72,40,25,32,36,50,52,31,75,70,67,79,74
novak,filip novak,73,fc midtjylland,super lig,czech republic,27,184,78,left,78,77,79,70,78,67,68,70,68,70,62,69,63,64,61,52,42,68,69,65,66,72,68,69,64,73,62,71,67,64,74,65,85,71,69
fullkrug,niclas fullkrug,73,hannover 96,bundesliga,germany,25,189,83,right,71,75,68,68,68,52,71,70,69,66,69,73,73,72,56,58,71,28,24,77,16,30,17,61,60,63,69,64,48,69,76,69,74,83,65
kverkvelia,solomon kverkvelia,73,lokomotiv moscow,russian football premier league,georgia,26,196,87,right,71,69,72,38,41,31,63,41,31,65,30,24,23,48,28,34,36,75,80,73,74,73,75,49,51,36,27,55,62,34,77,70,77,83,64
lozano,anthony lozano,73,fc barcelona b,laliga santander,honduras,24,183,79,right,84,78,88,72,70,69,67,70,74,71,69,74,73,63,67,63,67,31,14,70,18,40,35,58,70,51,28,63,51,55,75,74,73,82,61
ruben ferreira,ruben rafael sousa ferreira,73,chaves,liga nos,portugal,28,183,67,left,70,76,65,72,72,63,72,74,72,64,59,68,50,74,70,30,49,68,67,60,62,75,73,70,64,76,75,72,65,74,72,75,90,60,80
pucciarelli,manuel pucciarelli,73,chievo verona,calcio a,italy,26,174,63,right,84,90,79,79,90,87,74,78,77,70,71,78,72,72,69,70,55,31,32,54,22,32,28,64,64,62,39,72,58,69,65,72,83,58,60
ring,alexander ring,73,new york city fc,major league soccer,finland,26,178,73,right,78,80,76,72,79,76,72,71,70,70,60,63,52,73,65,66,59,70,69,51,71,76,71,69,63,63,63,75,71,70,73,78,79,65,82
johansson,erik johansson,73,fc kbenhavn,alka superliga,sweden,29,192,89,right,56,47,63,59,54,47,72,65,55,70,48,44,41,68,47,42,49,71,72,69,70,72,70,57,55,41,46,68,63,47,80,82,80,83,70
katsande,willard katsande,73,kaizer chiefs,south african fl,zimbabwe,32,178,78,right,69,68,69,69,63,74,63,69,71,73,62,59,59,67,61,68,71,72,74,65,75,70,77,64,63,55,42,73,66,51,76,62,81,70,89
coulibaly,kalifa coulibaly,73,fc nantes,ligue 1 conforama,mali,26,197,86,right,74,68,78,63,59,36,69,66,63,67,71,69,74,73,63,68,68,26,22,81,15,24,23,60,61,63,39,66,49,46,76,74,74,83,62
lazaar,achraf lazaar,73,benevento,calcio a,morocco,26,184,80,left,78,77,79,75,77,69,73,76,75,69,57,63,43,77,71,51,48,69,67,57,69,72,72,66,59,73,40,69,67,67,71,70,83,65,71
prcic,sanjin prcic,73,stade rennais fc,ligue 1 conforama,bosnia and herzegovina,24,181,73,right,64,62,65,72,74,67,59,73,73,68,62,60,61,69,60,57,63,68,72,46,68,74,68,73,72,71,73,76,73,69,71,54,75,71,70
grealish,jack grealish,73,aston villa,efl championship,england,22,175,68,right,75,76,74,76,78,80,56,76,78,75,60,69,59,60,61,60,58,31,37,36,27,30,30,72,73,68,62,77,65,71,52,34,68,50,43
trossard,leandro trossard,73,krc genk,belgium pro league,belgium,23,172,69,right,80,82,79,77,87,86,68,73,77,72,72,66,71,75,77,68,62,19,18,52,13,16,18,70,71,70,67,70,65,74,60,61,71,60,47
claesson,viktor claesson,73,fc krasnodar,russian football premier league,sweden,26,183,79,right,69,70,68,72,76,63,71,73,70,77,71,72,69,74,74,64,63,40,38,40,37,43,46,70,73,65,64,74,69,69,70,48,88,64,68
helander,filip helander,73,bologna,calcio a,sweden,24,192,84,left,48,42,52,51,56,49,68,50,48,63,33,24,28,58,25,21,34,75,76,72,76,76,68,44,45,30,40,50,48,39,78,68,68,84,80
tibbling,simon tibbling,73,brndby if,alka superliga,sweden,23,174,72,right,72,75,69,77,80,81,72,77,77,77,52,59,47,59,55,44,52,61,70,58,55,63,54,72,73,65,41,80,71,65,67,40,79,68,56
krafth,emil krafth,73,bologna,calcio a,sweden,23,181,79,right,76,74,77,69,73,72,70,68,68,70,52,52,41,70,58,46,54,72,70,64,72,76,76,65,60,68,54,68,62,70,71,68,77,68,70
van der hoorn,mike van der hoorn,73,swansea city,premier league,holland,25,190,83,right,38,34,42,48,32,37,62,54,45,62,45,40,42,73,31,26,40,75,70,80,75,78,70,47,37,36,31,57,62,33,74,83,57,85,64
fraser,ryan fraser,73,bournemouth,premier league,scotland,24,163,60,right,88,89,88,76,92,93,64,71,76,68,64,69,67,60,69,43,56,42,35,25,53,43,37,68,70,72,67,69,54,70,55,61,72,41,65
ademilson,ademilson braga bispo junior,73,gamba osaka,meiji yasuda j1 league,brazil,24,176,74,right,90,87,92,78,90,63,65,78,80,73,71,67,72,73,70,64,72,33,29,64,30,31,22,58,60,50,49,66,48,63,70,81,76,72,57
dwyer,dom dwyer,73,orlando city soccer club,major league soccer,united states,27,175,82,left,76,75,77,69,77,75,70,69,67,69,74,79,75,80,65,69,69,27,14,69,18,34,14,52,50,52,62,58,31,74,76,81,82,69,83
lucas lima,lucas pedro alves de lima,73,fc nantes,ligue 1 conforama,brazil,26,178,72,left,72,66,77,71,70,69,70,73,70,64,57,71,43,73,69,53,53,69,70,41,71,75,74,70,66,72,64,72,69,72,67,77,80,60,66
gonzalez,alfonso gonzalez,73,monterrey,liga bancomer mx,mexico,23,173,70,left,79,78,79,74,77,76,71,76,72,73,67,70,65,71,70,67,61,64,65,65,63,64,64,71,70,71,74,71,70,74,69,75,83,68,53
pelkas,dimitrios pelkas,73,paok,hellas liga,greece,24,175,68,right,79,80,79,75,79,82,60,74,76,72,66,70,63,67,68,67,67,26,31,37,21,24,26,73,71,70,73,77,73,69,49,48,68,44,39
sergi samper,sergi samper montana,73,ud las palmas,laliga santander,spain,23,181,72,right,46,60,35,68,58,70,68,76,63,75,46,53,38,55,52,48,52,66,73,48,65,71,62,72,81,55,46,80,76,65,64,58,66,66,59
patrick,patrick de oliveira vieira,73,vitoria setubal,liga nos,brazil,27,173,76,right,77,77,77,69,75,70,71,70,67,71,50,64,42,66,50,45,45,70,72,56,70,74,72,68,64,74,62,68,63,75,71,75,78,66,74
bessa,daniel bessa,73,hellas verona,calcio a,italy,25,178,75,right,70,76,66,76,83,83,70,77,75,72,70,74,64,76,79,64,59,44,45,50,34,49,46,74,77,69,69,76,74,70,53,52,67,49,45
clinton mata,clinton mukoni mata pedro lourenco,73,krc genk,belgium pro league,angola,25,180,72,right,88,86,89,71,85,73,67,66,71,67,57,62,53,66,59,46,49,68,70,43,70,72,76,64,56,67,71,66,62,72,70,85,80,63,71
foket,thomas foket,73,kaa gent,belgium pro league,belgium,23,178,77,right,80,82,78,73,75,73,71,72,73,69,57,68,50,67,62,61,49,68,69,56,69,70,71,69,68,73,57,70,69,69,70,76,83,65,66
mawson,alfie mawson,73,swansea city,premier league,england,24,188,87,right,53,53,53,54,50,51,64,63,47,67,43,25,52,53,21,45,32,73,73,77,74,72,69,42,26,23,24,62,52,22,75,78,61,85,69
ankersen,peter ankersen,73,fc kbenhavn,alka superliga,denmark,27,179,73,right,84,85,83,70,75,76,68,71,69,62,63,67,60,74,66,59,42,67,67,58,69,69,67,67,63,71,63,70,64,65,66,60,89,61,53
lawal,raheem lawal,73,osmanlispor,super lig,nigeria,27,181,79,right,74,72,76,71,69,55,68,73,73,72,68,68,65,79,72,55,50,65,70,53,59,72,66,69,69,68,47,73,72,64,85,78,89,87,77
thomasson,adrien thomasson,73,fc nantes,ligue 1 conforama,france,24,177,72,right,74,75,73,75,78,77,72,75,74,71,68,68,67,75,71,50,57,59,68,59,52,62,55,71,76,64,54,75,72,67,65,70,70,61,69
byram,sam byram,73,west ham united,premier league,england,24,180,72,right,75,75,75,72,76,70,74,72,72,70,60,65,59,66,60,43,50,70,68,66,69,73,72,66,68,71,33,70,65,55,73,79,78,71,68
othman,omar ibrahim othman,73,al nassr,dawry jameel,saudi arabia,32,184,74,right,66,66,66,49,71,53,71,48,41,61,28,45,20,40,32,21,36,72,71,72,71,73,72,46,36,26,26,68,48,30,80,79,73,86,76
al sahlawi,mohammed al sahlawi,73,al nassr,dawry jameel,saudi arabia,31,180,72,right,70,74,67,70,70,68,77,69,70,62,74,69,79,69,67,75,80,21,26,69,11,12,16,61,63,58,53,68,47,64,74,75,78,75,64
schindler,christopher schindler,73,huddersfield town,premier league,germany,27,189,77,right,65,63,67,53,59,58,70,65,39,66,32,27,25,52,24,30,55,74,75,70,74,74,71,57,51,49,33,67,63,45,74,63,73,78,68
pedro mendes,pedro filipe teodosio mendes,73,montpellier herault sc,ligue 1 conforama,portugal,27,186,78,right,63,61,64,60,55,53,70,60,60,68,36,25,25,67,34,22,35,75,74,69,75,78,74,40,32,25,52,45,50,48,76,72,75,76,79
jenkinson,carl jenkinson,73,birmingham city,efl championship,england,26,185,77,right,70,64,74,67,62,67,70,68,68,62,50,67,41,72,41,60,49,72,70,62,74,75,74,66,62,73,52,69,64,60,73,65,76,74,71
mbakogu,jerry mbakogu,73,carpi,calcio b,nigeria,25,184,82,right,88,92,85,71,82,65,71,74,67,78,70,70,74,68,60,70,73,25,16,70,15,25,25,58,66,53,56,59,45,71,77,90,77,83,61
rafael martins,clecildo rafael martins ladislau,73,vitoria guimaraes,liga nos,brazil,29,177,73,right,70,70,70,69,69,74,68,71,66,76,75,74,73,85,69,75,74,28,20,67,26,27,15,59,58,59,65,65,45,64,70,75,61,71,78
sorg,oliver sorg,73,hannover 96,bundesliga,germany,27,175,75,right,74,75,74,71,78,82,70,72,68,68,55,49,40,79,65,61,51,72,73,58,73,75,74,66,60,68,50,72,62,59,69,63,74,64,76
ciano,camillo ciano,73,frosinone,calcio b,italy,28,176,73,left,80,87,74,76,81,73,68,77,76,75,69,66,70,70,63,67,76,24,25,58,13,23,20,70,66,72,74,70,68,72,61,55,68,62,51
ogude,fegor ogude,73,amkar perm,russian football premier league,nigeria,30,181,86,right,71,65,76,65,67,66,67,66,62,70,64,64,61,79,62,64,42,67,73,66,66,65,68,67,65,61,55,72,74,54,86,82,92,84,85
santander,federico santander,73,fc kbenhavn,alka superliga,paraguay,26,187,80,right,72,70,74,69,75,63,70,72,65,72,72,73,73,75,66,67,69,29,33,73,25,19,23,63,68,56,55,69,55,55,77,82,76,80,68
alvaro,alvaro vazquez garcia,73,rcd espanyol,laliga 1 i 2 i 3,spain,26,182,78,right,69,68,69,73,72,67,71,76,74,61,75,72,73,80,76,71,70,31,33,66,13,39,25,59,60,51,54,64,59,66,68,71,63,72,64
limbombe,anthony limbombe,73,club brugge kv,belgium pro league,belgium,23,177,72,right,88,89,87,78,91,83,66,76,78,64,68,63,63,77,74,70,46,21,27,36,15,20,15,65,52,79,66,66,59,77,54,85,66,56,26
cornelius,andreas cornelius,73,atalanta,calcio a,denmark,25,193,89,left,70,68,71,66,49,69,66,70,67,71,72,71,73,75,68,67,65,26,28,77,13,26,12,53,50,42,56,65,43,45,81,75,71,90,71
klaus,felix klaus,73,hannover 96,bundesliga,germany,25,180,79,right,81,85,78,73,76,78,72,70,75,68,66,72,65,74,60,59,62,33,34,45,30,33,29,65,64,69,53,70,58,60,68,67,77,67,60
behich,aziz behich,73,bursaspor,super lig,australia,27,170,66,left,83,84,83,74,84,84,66,72,74,64,60,61,61,63,57,55,47,68,66,54,68,73,74,67,48,72,55,73,71,72,65,73,82,52,73
plata,joao plata,73,real salt lake,major league soccer,ecuador,26,157,61,right,89,93,86,75,92,87,74,70,74,70,69,69,68,74,66,64,69,31,29,46,27,29,37,64,72,60,64,66,55,70,59,64,74,54,52
zoller,simon zoller,73,1. fc koln,bundesliga,germany,26,179,70,right,78,78,78,72,73,73,71,73,71,66,73,75,78,72,63,74,66,25,20,63,17,23,23,65,64,68,55,70,54,69,61,62,67,62,52
arias,diego arias,73,atletico nacional,liga dimayor,colombia,32,170,65,right,68,69,67,70,77,76,77,71,67,67,60,54,53,72,64,70,60,70,68,59,72,73,70,66,65,57,58,73,70,58,72,80,80,64,78
flint,aden flint,73,bristol city,efl championship,england,28,197,83,right,49,47,51,41,31,27,65,55,31,59,41,32,45,60,23,19,38,73,70,80,70,74,74,40,42,18,25,52,52,24,80,61,67,88,79
carroll,tom carroll,73,swansea city,premier league,england,25,178,66,left,66,67,65,70,78,74,69,75,65,68,58,67,57,59,58,58,56,52,55,46,53,54,47,74,75,60,65,83,76,66,51,45,72,42,47
danilo avelar,danilo fernando avelar,73,amiens sc,ligue 1 conforama,brazil,28,185,79,left,70,67,73,74,68,64,70,77,75,70,56,63,38,76,67,54,79,74,72,68,74,75,76,65,37,80,79,70,60,79,66,66,49,73,72
tarkowski,james tarkowski,73,burnley,premier league,england,25,191,81,right,63,63,63,63,62,60,67,65,60,72,40,40,34,59,37,40,39,72,71,73,71,75,72,60,51,54,57,68,66,51,77,77,75,80,71
caprari,gianluca caprari,73,sampdoria,calcio a,italy,24,176,72,right,88,91,85,79,91,89,68,76,80,68,66,68,66,68,68,67,56,17,15,47,15,13,12,70,75,68,65,72,62,72,53,33,76,52,30
hiljemark,oscar hiljemark,73,panathinaikos fc,calcio a,sweden,25,184,73,right,71,70,71,71,66,64,70,74,70,73,60,63,48,83,67,50,64,64,70,59,58,70,58,68,68,50,69,74,76,64,75,72,89,70,69
monconduit,thomas monconduit,73,amiens sc,ligue 1 conforama,france,27,184,83,right,69,69,69,70,65,69,75,71,69,73,54,67,49,65,57,39,52,67,69,59,68,68,66,70,69,64,58,75,71,65,76,68,85,73,74
ruben pena,ruben pena jimenez,73,sd eibar,laliga santander,spain,26,170,65,right,86,83,88,75,84,86,74,73,74,71,70,78,72,71,64,65,64,57,62,57,49,58,67,65,63,70,55,71,56,52,64,74,65,64,61
rojas,ariel rojas,73,river plate,primera division,argentina,32,175,82,left,67,64,69,72,67,71,71,76,71,69,70,72,68,74,73,71,66,64,65,67,63,64,57,73,69,74,65,76,75,70,70,70,73,70,68
fernandez,guillermo fernandez,73,godoy cruz,primera division,argentina,26,178,75,right,76,76,76,75,73,67,75,76,77,63,67,65,62,74,76,48,67,61,52,44,58,73,66,72,75,68,75,73,72,73,66,63,74,69,49
durmisi,riza durmisi,73,real betis,laliga santander,denmark,24,168,68,left,85,85,85,73,79,91,65,71,73,64,62,60,53,85,67,54,40,66,64,66,67,65,69,70,72,75,71,70,63,72,75,81,90,61,89
mohwald,kevin mohwald,73,1. fc nurnberg,bundesliga 2,germany,24,183,77,right,67,65,68,73,73,70,75,71,74,73,68,69,56,82,82,75,46,47,49,54,41,56,31,76,72,82,68,74,76,80,66,55,79,65,53
haberer,janik haberer,73,sport-club freiburg,bundesliga,germany,23,186,78,right,67,68,67,75,77,66,71,79,75,62,68,74,68,72,65,66,59,42,48,59,31,45,42,68,72,63,52,76,59,63,66,59,82,64,54
koo ja ryong,ja ryong koo,73,suwon samsung bluewings,k league classic,korea republic,25,183,75,right,72,69,74,49,67,64,66,55,36,67,29,22,24,36,36,25,32,73,78,69,73,72,67,45,49,25,30,57,49,27,81,82,78,84,76
ricardo esgaio,ricardo sousa esgaio,73,sc braga,liga nos,portugal,24,173,68,right,68,69,68,76,77,83,74,77,76,64,59,70,61,54,54,58,78,73,72,56,76,76,75,67,65,68,51,70,65,65,64,73,76,56,68
maclaren,jamie maclaren,73,sv darmstadt 98,scottish premiership,australia,24,178,70,right,86,87,85,71,85,84,84,67,67,74,69,77,74,66,60,65,74,40,52,62,35,32,31,59,63,57,59,61,50,70,75,84,83,72,71
njie,clinton njie,73,olympique de marseille,ligue 1 conforama,cameroon,24,175,68,right,93,91,94,75,93,88,76,68,75,71,70,76,73,75,61,69,56,30,32,51,24,30,27,65,64,66,46,70,61,66,66,60,77,61,66
ghazal,aly ghazal,73,vancouver whitecaps fc,major league soccer,egypt,26,189,84,right,55,54,56,66,70,53,75,68,63,71,35,47,25,50,39,31,39,74,75,73,72,76,71,59,60,44,30,69,66,48,81,49,76,85,83
philippoteaux,romain philippoteaux,73,aj auxerre,dominos ligue 2,france,30,170,67,right,81,82,80,75,80,88,68,73,75,66,68,76,71,68,66,64,48,44,71,43,38,34,39,66,69,64,49,69,63,58,57,49,76,55,42
zimmerman,walker zimmerman,73,fc dallas,major league soccer,united states,24,191,84,right,60,55,64,51,44,41,68,65,42,64,50,48,52,57,40,49,56,71,70,78,75,67,62,52,37,39,38,67,66,33,81,78,75,83,82
augustinsson,ludwig augustinsson,73,sv werder bremen,bundesliga,sweden,23,181,72,left,83,82,84,72,79,73,70,71,71,70,59,65,55,69,59,54,62,66,64,41,72,68,70,73,71,77,70,72,75,75,72,69,92,65,63
yedlin,deandre yedlin,73,newcastle united,premier league,united states,24,173,73,right,93,93,93,73,86,75,70,69,74,72,51,67,40,73,51,60,38,66,57,65,66,71,71,64,68,68,28,68,53,70,76,68,88,71,75
cabot,jimmy cabot,73,fc lorient,dominos ligue 2,france,23,164,60,right,91,91,91,78,80,92,65,76,81,63,68,69,73,65,66,54,55,29,38,38,27,23,29,61,54,65,50,68,54,57,51,65,61,52,32
cifuentes,miguel angel garrido cifuentes,73,malaga cf,laliga 1 i 2 i 3,spain,27,173,65,right,86,88,85,72,81,77,63,69,71,76,51,69,42,74,46,33,57,66,65,55,64,69,73,60,46,73,48,64,55,59,76,82,93,68,73
kanazaki,mu kanazaki,73,kashima antlers,meiji yasuda j1 league,japan,29,180,70,right,76,75,76,75,82,68,66,75,76,70,69,73,70,68,66,74,76,30,31,68,23,24,25,67,69,66,50,74,57,65,69,71,81,76,37
sperduti,mauricio sperduti,73,club atletico banfield,primera division,argentina,32,180,73,right,76,77,75,73,79,66,73,72,74,68,67,71,65,76,66,72,48,32,33,62,33,22,25,67,66,78,35,67,62,66,62,44,72,71,33
fatai,kehinde fatai,73,fc ufa,russian football premier league,nigeria,28,185,74,right,87,86,87,74,78,68,57,74,76,68,72,74,73,75,65,72,73,24,19,72,20,18,19,55,48,61,60,55,51,69,68,78,71,76,44
tobio,fernando tobio,73,rosario central,primera division,argentina,28,185,85,right,66,64,68,46,43,48,69,55,40,36,30,40,27,40,21,36,36,72,72,72,74,72,70,52,27,59,33,64,57,39,78,79,72,82,75
fausto tienza,fausto antonio tienza nunez,73,ca osasuna,laliga 1 i 2 i 3,spain,28,183,78,right,70,69,70,69,59,61,68,74,69,62,57,69,55,62,60,32,48,69,75,55,62,77,64,65,72,49,47,74,67,49,79,72,84,74,85
pulgar,erick pulgar,73,bologna,calcio a,chile,24,186,83,right,67,67,67,72,68,68,68,76,72,70,54,58,45,72,62,34,48,68,68,69,60,76,72,65,72,52,29,76,72,24,77,80,77,78,76
pearson,ben pearson,73,preston north end,efl championship,england,23,176,71,right,66,66,66,69,68,75,64,71,68,65,49,57,47,63,40,40,42,68,70,50,67,74,70,61,62,47,36,72,67,45,84,74,90,78,93
