full name,name,club,nation,overall,league,age,height,reactions,positioning,penalties,long passing,standing tackle,ball control,interceptions,acceleration,marking,strength,pac,aggression,agility,volleys,sprint speed,phy,pas,sliding tackle,long_shots,short passing,shot power,curve,dri,jumping,vision,crossing,finishing,balance,heading accuracy,defending,sho,free kick accuracy,composure,foot,dribbling,stamina
franck tabanou,tabanou,en avant de guingamp,france,73,ligue 1 conforama,29,178,69,67,73,72,71,72,68,78,75,72,72,67,75,69,68,70,72,75,76,73,80,74,71,76,66,77,59,73,68,72,68,75,72,left,69,69
laureano sanabria ruiz,laure,ad alcorcon,spain,73,laliga 1 i 2 i 3,32,166,74,44,48,63,71,71,78,72,70,56,72,68,72,54,72,63,63,75,26,67,68,61,68,69,56,71,44,87,55,71,46,39,62,right,63,71
oussama assaidi,assaidi,fc twente,morocco,73,eredivisie,29,177,68,64,64,61,39,76,30,82,30,47,82,43,87,66,82,51,67,25,75,69,74,73,78,46,68,67,66,74,33,32,69,62,73,right,80,68
luca siligardi,siligardi,parma,italy,73,calcio b,30,180,69,70,61,65,27,78,23,80,19,67,81,38,82,69,82,62,68,27,77,71,72,74,76,34,63,71,63,83,46,26,68,68,67,left,75,76
garath mccleary,mccleary,reading,jamaica,73,efl championship,30,183,71,69,67,55,52,74,38,91,48,73,90,55,79,71,90,69,64,43,73,65,78,68,74,73,67,67,68,66,55,47,71,63,59,right,76,71
saul berjon perez,saul berjon,r. oviedo,spain,73,laliga 1 i 2 i 3,31,178,68,72,80,70,38,74,42,76,26,75,75,58,73,81,74,69,71,23,74,71,80,75,73,74,69,75,67,65,43,34,73,71,67,right,75,66
maximiliano caire,caire,club atletico tigre,argentina,73,primera division,29,177,62,53,35,56,72,63,75,84,69,67,83,66,75,33,83,73,55,77,38,61,51,58,70,86,43,58,28,77,77,73,36,41,44,right,76,88
alexander esswein,esswein,hertha bsc,germany,73,bundesliga,27,183,74,70,60,62,35,72,28,86,18,77,89,76,67,68,91,75,65,27,70,68,86,68,72,80,59,70,68,64,67,31,72,54,67,right,74,68
ashley westwood,westwood,burnley,england,73,premier league,27,170,76,54,55,79,66,77,70,68,61,65,63,49,73,48,59,65,76,64,57,76,62,71,71,63,76,76,47,79,44,63,53,75,76,right,65,78
mads albk,albk,1. fc kaiserslautern,denmark,73,bundesliga 2,28,185,72,63,57,78,65,73,69,53,54,74,54,79,72,67,54,75,74,57,73,74,73,72,69,56,73,73,64,65,45,60,67,64,71,left,65,76
cristian pasquato,pasquato,legia warszawa,italy,73,ekstraklasa,28,172,65,64,72,64,15,79,11,91,15,50,83,48,91,69,76,53,69,15,76,70,64,79,79,55,63,70,60,89,40,17,65,79,64,right,78,64
junior stanislas,stanislas,bournemouth,england,73,premier league,28,183,67,66,61,65,27,74,60,77,16,57,80,31,79,51,83,56,71,29,66,73,70,71,73,48,73,71,70,62,43,32,68,75,65,right,73,76
daniel joao santos candeias,candeias,rangers fc,portugal,73,scottish premiership,30,177,71,70,65,63,44,75,42,87,38,66,83,68,85,69,79,68,66,43,74,67,75,73,76,58,66,64,63,78,56,43,68,67,67,right,75,76
ruslan kambolov,kambolov,rubin kazan,russia,73,russian football premier league,28,180,69,47,65,75,74,63,72,67,71,75,66,70,70,51,66,72,68,74,74,70,76,72,64,78,65,61,51,68,71,72,61,61,72,right,61,66
marko vejinovic,vejinovic,az,holland,73,eredivisie,28,186,66,68,76,78,63,73,65,42,58,66,54,53,69,71,64,64,79,52,76,81,81,82,68,75,74,79,52,63,70,62,66,81,74,right,64,67
moestafa el kabir,el kabir,antalyaspor,morocco,73,super lig,29,174,73,75,68,55,29,73,21,69,16,82,73,74,75,70,76,76,63,31,67,60,74,68,73,85,69,65,69,66,66,27,70,70,72,right,74,65
enrique gonzalez casin,quique,ca osasuna,spain,73,laliga 1 i 2 i 3,27,175,75,80,71,61,37,66,44,75,41,71,74,49,77,71,74,65,66,32,73,69,72,70,70,74,62,69,71,77,71,42,72,59,62,left,70,65
gianluca sansone,sansone,novara,italy,73,calcio b,30,174,68,65,77,50,30,76,15,87,22,51,86,49,91,74,86,57,64,30,73,67,80,74,77,58,66,63,69,88,56,27,72,79,68,left,76,75
ismail koybasi,koybasi,fenerbahce sk,turkey,73,super lig,28,178,70,70,35,68,70,75,71,78,68,62,80,72,79,60,82,69,70,70,72,70,81,76,75,69,64,76,62,77,60,69,67,72,65,left,75,79
maikel van der werff,van der werff,vitesse,holland,73,eredivisie,28,186,69,30,61,70,73,69,74,60,72,78,61,73,53,55,61,73,67,73,71,74,78,74,56,70,51,67,39,62,68,72,55,75,65,right,46,65
artur jedrzejczyk,jedrzejczyk,legia warszawa,poland,73,ekstraklasa,30,189,65,53,34,67,73,68,73,74,73,76,73,83,64,52,72,78,61,73,39,69,71,47,65,72,42,70,48,62,72,73,51,34,65,right,63,80
alberto bueno calvo,bueno,fc porto,spain,73,laliga santander,29,179,74,72,68,57,31,78,45,63,42,57,62,36,75,75,61,48,67,34,79,69,80,80,75,56,70,67,73,74,66,41,75,66,70,right,74,40
milan bisevac,bisevac,football club de metz,serbia,73,ligue 1 conforama,34,185,67,58,59,68,73,65,73,54,70,78,58,75,52,42,62,74,63,69,55,72,69,43,56,79,57,58,42,55,73,72,52,46,69,right,48,66
romain danze,danze,stade rennais fc,france,73,ligue 1 conforama,31,184,74,59,42,73,72,70,78,66,70,72,66,75,68,58,66,71,71,74,71,75,69,61,70,63,66,72,52,69,66,72,59,55,76,right,69,68
ryan donk,donk,galatasaray sk,holland,73,super lig,31,192,67,64,50,68,76,74,75,52,56,81,58,74,41,42,62,78,68,68,67,76,81,44,67,78,74,61,60,39,74,69,64,39,70,right,71,77
giuseppe vives,vives,vercelli,italy,73,calcio b,37,178,68,58,55,78,70,77,77,55,65,60,57,83,62,64,59,63,73,69,69,78,72,57,72,56,75,64,46,77,49,68,58,64,77,right,70,53
daniel ciofani,ciofani,frosinone,italy,73,calcio b,32,190,74,79,65,23,14,68,29,61,16,80,65,66,34,55,69,72,40,12,71,57,77,29,57,86,38,26,75,39,78,24,73,48,74,right,53,58
craig gardner,gardner,birmingham city,england,73,efl championship,31,176,74,70,81,74,72,73,68,54,70,74,53,87,69,71,52,78,71,73,83,71,87,70,70,69,70,70,64,71,68,70,74,76,76,right,67,80
fernando forestieri,forestieri,sheffield wednesday,italy,73,efl championship,28,172,72,69,73,60,43,78,30,83,36,61,80,70,93,67,78,68,68,31,74,71,72,70,79,84,73,62,73,85,59,39,72,63,71,right,78,78
nuno andre da silva coelho,nuno andre coelho,chaves,portugal,73,liga nos,32,192,72,32,42,70,74,66,75,33,71,80,32,81,48,33,32,76,63,68,68,71,77,66,56,55,52,51,34,32,71,72,50,73,71,right,50,68
gary hooper,hooper,sheffield wednesday,england,73,efl championship,30,175,74,75,72,52,27,71,15,70,22,73,69,54,67,67,69,68,62,15,67,70,75,48,68,72,64,59,75,73,72,26,73,50,78,right,65,69
craig cathcart,cathcart,watford,northern ireland,73,premier league,29,190,69,27,28,61,77,59,68,50,76,75,56,69,64,30,61,72,54,73,41,71,56,39,55,69,43,39,29,56,74,74,37,39,67,right,47,71
kengo nakamura,nakamura,kawasaki frontale,japan,73,meiji yasuda j1 league,37,175,73,64,80,77,63,74,71,53,58,57,54,65,73,68,54,63,77,61,76,76,78,85,74,71,76,76,70,77,74,64,73,83,79,right,73,72
alexander gerndt,gerndt,fc lugano,sweden,73,raiffeisen super league,31,184,71,77,67,59,37,73,30,80,32,70,76,63,73,71,73,70,68,32,75,70,75,70,72,65,70,70,72,59,56,36,73,68,68,left,72,75
damien marcq,marcq,kaa gent,france,73,belgium pro league,29,182,71,39,33,71,73,67,79,52,67,73,53,77,62,46,54,76,62,70,43,69,57,59,62,78,62,52,49,65,73,72,48,30,71,right,57,80
romain genevois,genevois,stade malherbe caen,haiti,73,ligue 1 conforama,30,182,67,19,40,55,74,60,70,52,70,77,59,78,59,26,65,74,59,69,31,64,37,43,59,86,55,71,49,62,74,72,40,27,68,right,56,64
vassilis torosidis,torosidis,bologna,greece,73,calcio a,32,186,72,56,50,64,76,70,76,65,68,77,68,74,65,35,71,73,64,76,71,70,77,68,69,66,50,74,40,66,68,73,55,40,76,right,68,67
fedor kudryashov,kudryashov,rubin kazan,russia,73,russian football premier league,30,181,74,45,46,60,74,69,74,71,72,73,72,71,74,51,73,72,63,75,56,67,43,47,66,70,58,71,41,64,63,72,45,41,69,left,61,72
mahmut tekdemir,tekdemir,medipol basaksehir fk,turkey,73,super lig,30,178,73,53,56,68,77,73,75,66,67,70,63,78,68,48,60,73,64,73,66,73,76,50,70,81,59,57,53,75,70,72,60,53,68,right,67,75
marcello gazzola,gazzola,sassuolo,italy,73,calcio b,32,183,76,61,49,60,73,72,74,74,66,69,71,68,69,34,69,71,60,72,55,64,62,58,68,65,42,75,40,60,59,70,49,47,68,right,64,78
nacer barazite,barazite,evkur yeni malatyaspor,holland,73,super lig,27,186,75,69,72,65,24,76,36,68,22,66,67,44,74,65,67,62,70,20,62,73,71,71,76,64,72,69,68,58,60,29,68,67,65,right,79,67
francisco merida perez,fran merida,ca osasuna,spain,73,laliga 1 i 2 i 3,28,177,69,67,79,70,71,73,71,66,65,72,64,84,59,57,63,74,73,70,75,73,81,82,70,66,75,71,66,70,43,66,71,80,64,left,72,72
barry bannan,bannan,sheffield wednesday,scotland,73,efl championship,28,169,70,65,70,77,38,75,57,68,43,32,64,53,90,74,61,49,76,40,71,76,70,72,75,64,77,77,63,91,42,44,67,70,70,left,72,78
andreas bjelland,bjelland,brentford,denmark,73,efl championship,29,188,69,58,40,78,74,66,72,48,72,84,50,69,57,45,51,78,62,72,53,63,57,63,60,85,62,51,35,43,71,72,45,43,76,left,56,70
georg margreitter,margreitter,1. fc nurnberg,austria,73,bundesliga 2,29,186,68,25,23,52,77,49,73,46,64,86,50,75,39,12,54,75,47,73,18,58,48,36,45,71,49,32,13,56,75,72,22,20,58,right,39,55
nolan roux,roux,football club de metz,france,73,ligue 1 conforama,30,182,72,72,76,60,39,73,42,68,20,73,71,49,69,71,73,67,67,16,72,69,74,69,71,73,68,68,72,68,74,35,73,66,71,right,70,70
martin kelly,kelly,crystal palace,england,73,premier league,27,191,73,42,58,64,77,67,71,56,72,79,58,70,59,39,60,76,61,78,38,68,61,60,63,70,39,73,38,55,76,74,44,35,75,right,59,75
vincent nogueira,nogueira,rc strasbourg alsace,france,73,ligue 1 conforama,30,170,70,68,63,75,61,72,67,76,59,52,73,67,78,61,70,63,72,59,65,78,64,74,73,71,68,63,64,85,44,60,64,72,75,right,72,82
andre castro pereira,castro,goztepe sk,portugal,73,super lig,29,181,71,70,63,72,66,75,67,68,60,76,67,76,77,62,66,76,71,61,75,74,84,71,74,67,72,66,66,72,55,63,71,55,69,right,74,76
orlando carlos braga de sa,orlando sa,standard de liege,portugal,73,belgium pro league,29,188,72,74,71,49,43,71,22,59,21,80,62,57,68,64,64,73,57,25,59,62,75,49,70,71,67,49,75,56,75,34,71,41,74,right,70,72
sebastien dewaest,dewaest,krc genk,belgium,73,belgium pro league,26,188,67,37,40,46,75,48,69,49,72,88,54,83,37,22,58,84,44,71,35,54,70,33,39,67,38,36,33,37,75,72,41,39,68,right,28,80
lasse vibe,vibe,brentford,denmark,73,efl championship,31,181,79,77,65,44,36,66,34,86,34,60,86,67,84,67,86,68,61,23,67,66,71,64,68,73,71,59,73,71,65,37,71,45,71,right,65,85
kolbeinn sigorsson,sigorsson,fc nantes,iceland,73,ligue 1 conforama,28,186,74,77,69,58,42,67,40,56,28,80,60,63,56,69,64,74,57,30,66,61,76,51,65,68,63,46,74,54,77,40,72,52,74,right,64,72
lukas vacha,vacha,sparta praha,czech republic,73,alka superliga,28,175,75,59,59,66,70,76,69,77,69,73,76,81,74,39,76,75,66,73,69,73,68,57,75,78,62,63,59,80,73,70,62,55,75,right,73,75
alan judge,judge,brentford,republic of ireland,73,efl championship,29,169,66,66,58,63,31,71,41,75,30,61,75,55,90,63,75,65,70,28,69,73,72,69,75,87,73,69,70,86,40,33,69,67,68,right,74,77
fabio jose ferreira pacheco,fabio pacheco,cs maritimo,portugal,73,liga nos,29,180,74,53,44,68,75,65,76,66,75,67,68,83,65,48,69,72,62,69,66,72,69,49,64,78,57,51,45,71,59,73,54,58,70,right,61,71
jordan rhodes,rhodes,sheffield wednesday,scotland,73,efl championship,28,185,73,80,72,40,35,70,42,60,39,74,64,36,74,73,68,68,53,26,61,54,74,46,69,81,67,56,78,66,73,40,73,32,79,right,66,77
nicolas sanchez,sanchez,monterrey,argentina,73,liga bancomer mx,32,187,69,28,56,61,73,56,72,43,73,81,51,72,55,22,57,77,55,71,20,58,20,57,56,88,45,57,40,49,74,73,31,46,69,right,55,69
dan gosling,gosling,bournemouth,england,73,premier league,28,183,69,77,61,71,68,71,71,64,66,66,62,76,65,64,60,71,70,68,73,73,71,57,68,67,73,68,65,71,61,67,68,57,77,right,66,76
deniz kadah,kadah,antalyaspor,turkey,73,super lig,32,186,75,74,72,66,26,74,25,63,11,79,66,72,67,65,69,76,69,24,74,70,79,69,71,78,76,66,74,65,78,26,74,60,74,right,70,74
thomas rogne,rogne,ifk goteborg,norway,73,ekstraklasa,27,191,72,36,44,64,76,58,74,45,78,84,49,67,52,30,53,75,51,67,33,57,47,37,51,64,48,46,15,46,74,75,28,25,67,right,42,64
vegard forren,forren,molde fk,norway,73,eliteserien,30,186,70,37,60,64,73,65,73,48,74,83,41,75,53,44,35,78,58,68,61,67,78,68,60,83,46,45,39,65,71,73,52,68,73,left,55,68
henri lansbury,lansbury,aston villa,england,73,efl championship,27,185,69,70,72,73,60,73,67,61,56,75,62,81,69,57,62,77,71,62,73,73,70,69,70,62,73,66,68,65,47,59,69,70,71,right,68,81
kyle bartley,bartley,swansea city,england,73,premier league,26,194,62,25,46,53,73,64,70,58,72,87,55,81,41,23,53,79,49,70,20,65,36,33,51,33,38,39,24,32,78,72,27,34,66,right,44,71
roman neustadter,neustadter,fenerbahce sk,russia,73,super lig,30,188,72,53,58,72,75,73,72,47,73,74,44,62,54,47,42,72,66,70,63,73,70,53,64,65,69,56,39,46,76,73,52,50,63,right,62,77
ezequiel munoz,munoz,cd leganes,argentina,73,laliga santander,27,185,65,21,21,55,76,53,69,52,75,79,53,78,50,18,54,76,43,75,31,58,57,29,47,82,29,30,19,44,73,74,29,30,62,right,38,68
vitor hugo gomes da silva,vitor gomes,vila das aves,portugal,73,liga nos,30,183,74,68,59,72,66,75,69,55,66,75,58,75,63,50,60,75,73,68,70,75,77,61,71,76,73,75,53,59,70,67,62,73,70,right,71,74
alexander buttner,buttner,vitesse,holland,73,eredivisie,29,174,70,70,74,70,73,75,64,72,70,74,74,73,70,60,76,75,72,74,71,70,82,78,73,74,66,82,56,74,65,70,66,77,66,left,74,77
luca marrone,marrone,bari,italy,73,calcio b,27,186,69,56,73,74,72,72,74,50,71,73,57,66,59,64,62,71,71,72,75,74,80,72,68,68,69,67,40,61,72,72,59,72,68,right,68,70
borja garcia freire,borja garcia,girona fc,spain,73,laliga santander,27,176,70,68,62,72,68,75,66,81,50,69,78,47,77,59,76,65,71,54,71,76,65,65,73,72,73,64,72,77,53,59,69,51,61,right,73,69
heldon augusto almeida ramos,heldon,vitoria guimaraes,cape verde islands,73,liga nos,29,174,74,71,71,56,25,74,31,86,27,50,85,32,83,64,84,53,65,21,64,63,72,73,76,61,68,68,72,77,59,30,70,71,69,right,77,73
karim ansarifard,ansarifard,olympiacos cfp,iran,73,hellas liga,27,186,74,68,61,50,40,75,54,78,29,55,79,66,69,72,80,62,56,38,67,59,78,63,74,73,52,59,74,69,72,42,72,53,81,right,74,72
idriss saadi,saadi,rc strasbourg alsace,france,73,ligue 1 conforama,26,179,68,78,68,39,19,67,18,77,16,80,76,71,74,68,76,78,53,18,54,61,78,59,69,86,58,42,76,71,66,22,71,61,67,right,70,76
jacopo sala,sala,sampdoria,italy,73,calcio a,26,181,73,71,65,70,72,73,71,74,68,73,76,77,71,70,77,75,72,70,73,72,74,71,73,69,71,74,51,73,64,70,63,69,70,right,73,79
ivo daniel f. mendonca pinto,ivo pinto,norwich city,portugal,73,efl championship,28,184,73,62,44,61,73,68,69,79,73,70,82,69,73,44,84,71,64,71,49,66,61,56,68,67,59,74,38,63,57,70,47,55,64,right,68,77
pajtim kasami,kasami,fc sion,switzerland,73,raiffeisen super league,25,188,74,67,63,70,64,75,67,62,58,78,66,75,55,65,70,77,70,56,72,73,84,56,70,59,74,66,60,53,62,62,68,62,65,left,73,82
lorenzo crisetig,crisetig,bologna,italy,73,calcio a,25,183,68,60,59,76,68,76,73,48,60,78,55,67,67,58,60,75,72,60,68,78,70,61,72,72,74,62,33,68,68,66,51,59,72,left,72,76
marcel buchel,buchel,hellas verona,liechtenstein,73,calcio a,27,175,68,66,56,72,62,76,70,79,52,67,76,72,79,58,73,71,70,62,65,76,67,64,75,69,72,62,48,83,48,59,57,58,65,left,74,79
luc castaignos,castaignos,vitesse,holland,73,eredivisie,25,188,73,73,62,58,24,69,36,68,18,77,72,71,67,69,75,74,63,14,68,71,76,67,69,76,68,52,71,66,68,28,71,49,67,right,70,70
greg cunningham,cunningham,preston north end,republic of ireland,73,efl championship,27,183,72,60,44,65,74,69,66,78,70,72,78,80,73,25,78,77,64,70,54,67,60,47,69,75,55,73,50,69,69,70,52,52,72,left,68,86
tomas pina isla,tomas pina,d. alaves,spain,73,laliga santander,30,185,75,67,59,74,74,76,74,62,61,73,61,73,64,59,60,71,68,67,64,76,73,64,71,68,66,52,52,60,68,69,60,60,63,right,71,65
sebastian dubarbier,dubarbier,estudiantes de la plata,argentina,73,primera division,32,178,71,66,59,63,75,71,73,79,59,74,79,90,70,57,79,78,68,70,64,67,69,72,72,81,64,75,57,71,58,68,61,65,66,left,75,76
alexander kacaniklic,kacaniklic,fc nantes,sweden,73,ligue 1 conforama,26,181,69,72,59,68,38,76,36,77,35,61,74,43,77,63,72,57,70,32,59,74,66,68,75,43,72,65,65,72,61,38,64,65,72,left,76,62
alberto guitian ceballos,guitian,r. valladolid cf,spain,73,laliga 1 i 2 i 3,27,181,68,52,30,64,69,64,75,64,68,78,65,71,62,31,65,77,57,71,37,70,59,44,62,84,58,35,36,63,74,71,41,34,73,right,58,77
cayetano bonnin vasquez,tano bonnin,ca osasuna,dominican republic,73,laliga 1 i 2 i 3,27,186,59,40,51,55,77,62,69,50,67,80,56,82,54,13,60,80,57,76,22,71,60,40,56,83,45,53,26,66,65,71,33,52,66,right,49,76
martin linnes,linnes,galatasaray sk,norway,73,super lig,26,177,68,58,41,56,69,73,72,86,70,55,87,58,82,47,87,62,62,72,55,63,60,65,72,66,63,67,53,80,55,69,54,38,51,right,71,80
grant hanley,hanley,norwich city,scotland,73,efl championship,26,187,61,41,40,56,74,64,69,55,73,78,62,82,57,32,68,76,53,70,38,58,32,45,54,81,50,50,30,52,71,72,33,39,71,right,44,68
sergey petrov,petrov,fc krasnodar,russia,73,russian football premier league,27,175,73,66,50,70,77,72,75,75,78,60,76,73,70,68,77,66,61,77,71,75,69,59,70,64,47,46,60,75,63,76,64,51,65,right,69,74
bo kyung kim,kim bo kyung,kashiwa reysol,korea republic,73,meiji yasuda j1 league,28,178,76,75,72,70,60,73,62,79,59,59,79,63,74,64,79,66,72,55,62,74,64,73,71,73,77,69,59,77,58,59,62,64,65,left,68,80
dennis appiah,appiah,rsc anderlecht,france,73,belgium pro league,25,176,69,49,47,62,74,61,70,76,69,70,77,76,78,34,78,77,61,76,38,68,41,55,62,88,52,63,33,72,66,71,37,44,64,right,57,91
marc rzatkowski,rzatkowski,fc red bull salzburg,germany,73,osterreichische fussball-bundesliga,28,172,72,68,49,70,57,73,72,77,51,43,76,63,81,62,75,60,71,52,67,73,68,74,75,62,70,69,59,87,39,56,62,71,58,left,75,90
pablo chavarria,chavarria,stade de reims,argentina,73,dominos ligue 2,30,185,72,73,63,62,37,73,28,74,23,73,75,68,76,61,76,74,69,48,65,74,72,57,72,82,70,68,74,71,68,35,71,58,64,right,72,79
michael gregoritsch,gregoritsch,fc augsburg,austria,73,bundesliga,23,193,71,72,64,68,40,76,33,65,35,75,67,58,66,66,69,69,70,38,78,73,80,82,72,50,68,65,69,52,70,40,73,78,65,left,73,69
jose luis moreno barroso,joselu,granada cf,spain,73,laliga 1 i 2 i 3,27,177,67,67,75,45,45,68,65,78,39,75,78,69,70,70,78,77,51,39,75,58,82,55,67,69,48,44,83,60,65,49,79,54,63,right,66,89
francisco montanes claverias,paco montanes,cd tenerife,spain,73,laliga 1 i 2 i 3,31,172,71,65,60,63,40,73,38,80,37,63,79,51,84,66,78,62,70,21,66,71,75,76,77,76,72,72,61,84,42,37,65,62,79,right,78,64
erik sviatchenko,sviatchenko,celtic,denmark,73,alka superliga,26,185,68,62,35,64,72,64,71,63,71,82,68,76,71,36,73,78,58,71,61,66,67,42,56,84,63,42,39,67,72,71,50,34,73,right,43,71
bartosz bereszynski,bereszynski,sampdoria,poland,73,calcio a,25,183,74,65,59,63,68,70,70,82,72,67,82,76,76,59,82,73,66,70,57,71,63,58,70,70,66,66,57,72,59,69,59,50,70,right,67,82
marco andre silva lopes matias,marco matias,sheffield wednesday,portugal,73,efl championship,28,178,67,74,67,64,29,74,37,86,26,60,86,55,78,70,86,60,65,28,77,66,77,59,74,61,63,68,72,74,58,32,74,54,72,right,74,62
aras ozbiliz,ozbiliz,besiktas jk,armenia,73,super lig,28,175,62,65,74,70,28,76,43,79,22,57,78,35,82,70,77,54,73,23,83,74,83,77,75,65,67,76,72,79,41,30,76,80,62,left,76,61
santiago garcia,garcia,deportivo toluca,argentina,73,liga bancomer mx,29,191,70,62,67,65,73,67,76,53,67,78,63,90,54,40,71,80,64,75,49,68,64,64,67,72,55,71,49,53,80,73,53,46,70,left,70,78
ben gibson,gibson,middlesbrough,england,73,efl championship,25,185,63,24,21,55,77,59,72,64,76,79,63,60,56,20,63,71,44,74,28,63,33,31,47,77,29,28,24,68,73,75,26,22,50,left,33,63
lukas hinterseer,hinterseer,vfl bochum 1848,austria,73,bundesliga 2,26,192,71,74,71,58,33,71,25,65,27,80,66,57,66,69,67,72,62,31,61,69,74,63,68,58,64,55,74,57,73,33,71,44,66,right,68,71
guilherme costa marques,guilherme,legia warszawa,brazil,73,calcio a,26,170,70,66,57,60,54,74,61,90,55,55,92,67,84,64,93,63,66,55,67,70,70,59,77,80,68,64,58,86,52,56,63,59,75,left,77,74
christopher schindler,schindler,huddersfield town,germany,73,premier league,27,189,70,27,55,63,74,65,75,63,74,78,65,68,59,30,67,74,57,71,24,67,52,45,53,63,51,49,25,58,70,74,32,33,66,right,39,73
pedro filipe teodosio mendes,pedro mendes,montpellier herault sc,portugal,73,ligue 1 conforama,27,186,70,25,35,50,78,60,74,61,75,76,63,79,55,22,64,76,40,74,34,45,67,48,60,72,32,25,25,53,69,75,36,52,68,right,60,75
carl jenkinson,jenkinson,birmingham city,england,73,efl championship,26,185,70,67,49,64,75,68,70,64,74,74,70,71,62,60,74,73,66,74,41,69,72,60,67,65,62,73,41,67,62,72,50,52,62,right,68,76
jerry mbakogu,mbakogu,carpi,nigeria,73,calcio b,25,184,71,70,73,45,25,74,16,92,15,83,88,61,82,70,85,77,58,25,60,59,68,71,71,90,66,53,74,65,70,25,70,56,78,right,67,77
clecildo rafael martins ladislau,rafael martins,vitoria guimaraes,brazil,73,liga nos,29,177,68,74,74,45,27,71,20,70,26,71,70,78,69,75,70,70,59,15,69,65,85,64,69,75,58,59,73,74,67,28,75,65,76,right,66,61
oliver sorg,sorg,hannover 96,germany,73,bundesliga,27,175,70,49,51,62,75,72,73,75,73,64,74,76,78,61,74,69,66,74,65,72,79,59,71,63,60,68,40,82,58,72,55,50,68,right,68,74
camillo ciano,ciano,frosinone,italy,73,calcio b,28,176,68,66,76,68,23,77,25,87,13,62,80,51,81,67,74,61,70,20,63,70,70,72,76,55,66,72,70,73,58,24,69,74,75,left,76,68
fegor ogude,ogude,amkar perm,nigeria,73,russian football premier league,30,181,67,64,42,74,65,66,73,65,66,84,71,85,67,64,76,86,67,68,62,72,79,54,65,82,65,61,61,66,66,67,64,55,70,right,62,92
federico santander,santander,fc kbenhavn,paraguay,73,alka superliga,26,187,70,73,69,55,19,72,33,70,25,80,72,68,75,67,74,77,63,23,66,69,75,55,69,82,68,56,73,63,73,29,72,55,72,right,65,76
alvaro vazquez garcia,alvaro,rcd espanyol,spain,73,laliga 1 i 2 i 3,26,182,71,72,70,59,39,76,33,68,13,72,69,64,72,71,69,68,59,25,76,64,80,66,73,71,60,51,73,67,66,31,75,54,61,right,74,63
anthony limbombe,limbombe,club brugge kv,belgium,73,belgium pro league,23,177,66,63,46,59,20,76,27,89,15,56,88,26,91,70,87,54,65,15,74,66,77,77,78,85,52,79,63,83,36,21,68,66,64,right,78,66
andreas cornelius,cornelius,atalanta,denmark,73,calcio a,25,193,66,71,65,43,26,70,28,68,13,90,70,71,49,67,71,81,53,12,68,65,75,45,66,75,50,42,73,69,77,26,72,56,71,left,67,71
felix klaus,klaus,hannover 96,germany,73,bundesliga,25,180,72,72,62,58,33,70,34,85,30,67,81,60,76,59,78,68,65,29,60,70,74,60,73,67,64,69,65,78,45,33,66,53,68,right,75,77
aziz behich,behich,bursaspor,australia,73,super lig,27,170,66,61,47,71,73,72,66,84,68,52,83,73,84,55,83,65,67,74,57,73,63,72,74,73,48,72,61,84,54,68,60,55,64,left,74,82
joao plata,plata,real salt lake,ecuador,73,major league soccer,26,157,74,69,69,55,29,70,29,93,27,54,89,52,92,64,86,59,64,37,66,66,74,70,75,64,72,60,68,87,46,31,69,64,70,right,74,74
simon zoller,zoller,1. fc koln,germany,73,bundesliga,26,179,71,75,66,54,23,73,20,78,17,62,78,52,73,74,78,61,65,23,63,70,72,69,72,62,64,68,78,73,63,25,73,55,66,right,71,67
